DateTime	Open	High	Low	Close	Volume	TickVolume
2025.07.15 00:00:00	22874.6	23063.8	22838.1	22966.5	0	163487
2025.07.14 00:00:00	22701.1	22904.8	22641.6	22874.8	0	163308
2025.07.11 00:00:00	22839.0	22878.6	22661.3	22767.6	0	217404
2025.07.10 00:00:00	22863.3	22916.2	22728.8	22837.6	0	158409
2025.07.09 00:00:00	22729.8	22935.4	22668.5	22867.5	0	168730
2025.07.08 00:00:00	22657.2	22793.0	22630.7	22725.0	0	195550
2025.07.07 00:00:00	22793.4	22843.2	22599.4	22656.7	0	217099
2025.07.04 00:00:00	22858.2	22870.6	22692.0	22716.6	0	91786
2025.07.03 00:00:00	22651.8	22906.4	22635.1	22864.8	0	123040
2025.07.02 00:00:00	22492.3	22664.8	22392.8	22661.3	0	185783
2025.07.01 00:00:00	22672.8	22721.7	22403.4	22499.2	0	197804
2025.06.30 00:00:00	22568.6	22736.5	22568.4	22670.0	0	202634
2025.06.27 00:00:00	22486.0	22626.4	22403.6	22544.1	0	215905
2025.06.26 00:00:00	22264.4	22498.3	22245.4	22478.1	0	185794
2025.06.25 00:00:00	22208.3	22352.3	22189.9	22276.8	0	191219
2025.06.24 00:00:00	21874.1	22249.4	21868.1	22209.4	0	234554
2025.06.23 00:00:00	21402.3	21892.3	21367.7	21871.8	0	263272
2025.06.20 00:00:00	21558.2	21921.5	21546.0	21665.7	0	267978
2025.06.19 00:00:00	21744.4	21758.0	21442.6	21494.4	0	144839
2025.06.18 00:00:00	21722.2	21885.0	21652.6	21749.0	0	256884
2025.06.17 00:00:00	21951.5	21962.3	21696.3	21739.1	0	305847
2025.06.16 00:00:00	21536.1	22006.4	21534.9	21947.5	0	268676
2025.06.13 00:00:00	21894.9	21896.7	21458.6	21646.3	0	326694
2025.06.12 00:00:00	21854.1	21964.0	21704.7	21895.8	0	245160
2025.06.11 00:00:00	21931.8	22076.8	21774.7	21865.0	0	235613
2025.06.10 00:00:00	21808.0	21972.4	21712.7	21932.0	0	236320
2025.06.09 00:00:00	21781.0	21864.4	21694.2	21799.5	0	211635
2025.06.06 00:00:00	21456.5	21838.3	21446.5	21777.5	0	244317
2025.06.05 00:00:00	21710.9	21897.0	21471.9	21480.1	0	255099
2025.06.04 00:00:00	21652.8	21769.3	21608.8	21715.0	0	221506
2025.06.03 00:00:00	21515.1	21725.3	21365.3	21654.4	0	223113
2025.06.02 00:00:00	21262.7	21528.5	21126.4	21517.6	0	250376
2025.05.30 00:00:00	21318.6	21388.4	21027.4	21324.3	0	302439
2025.05.29 00:00:00	21464.8	21813.0	21255.8	21340.7	0	361136
2025.05.28 00:00:00	21423.8	21517.3	21285.2	21476.4	0	225510
2025.05.27 00:00:00	21240.4	21438.3	21092.3	21426.8	0	230553
2025.05.26 00:00:00	20915.9	21254.6	20902.4	21233.5	0	122239
2025.05.23 00:00:00	21165.3	21174.2	20667.5	20893.6	0	272678
2025.05.22 00:00:00	21077.2	21274.7	20978.2	21152.5	0	265241
2025.05.21 00:00:00	21346.8	21493.6	21008.5	21081.3	0	257743
2025.05.20 00:00:00	21441.2	21494.3	21231.2	21352.8	0	229426
2025.05.19 00:00:00	21236.5	21474.6	21043.5	21448.3	0	255268
2025.05.16 00:00:00	21314.9	21434.3	21243.4	21326.7	0	238512
2025.05.15 00:00:00	21302.0	21455.1	21117.1	21321.3	0	267666
2025.05.14 00:00:00	21181.9	21345.6	21166.2	21326.6	0	265680
2025.05.13 00:00:00	20883.5	21271.5	20745.4	21180.2	0	267721
2025.05.12 00:00:00	20356.9	20920.6	20303.4	20881.7	0	325409
2025.05.09 00:00:00	20091.3	20201.0	19980.1	20068.2	0	257002
2025.05.08 00:00:00	19847.6	20256.5	19830.8	20074.6	0	272021
2025.05.07 00:00:00	19721.6	20045.4	19596.9	19875.2	0	301979
2025.05.06 00:00:00	19935.2	19950.6	19653.7	19761.5	0	264645
2025.05.05 00:00:00	20106.0	20106.3	19881.3	19953.6	0	252415
2025.05.02 00:00:00	19688.2	20182.2	19655.9	20107.5	0	329546
2025.05.01 00:00:00	19734.9	20030.2	19662.1	19701.5	0	301175
2025.04.30 00:00:00	19497.7	19781.2	19008.8	19749.3	0	321005
2025.04.29 00:00:00	19374.1	19590.8	19282.4	19517.5	0	302032
2025.04.28 00:00:00	19408.5	19523.3	19159.0	19384.1	0	276045
2025.04.25 00:00:00	19322.3	19472.4	19113.9	19449.6	0	342942
2025.04.24 00:00:00	18733.1	19302.1	18491.0	19244.6	0	343003
2025.04.23 00:00:00	18577.7	19059.4	18520.9	18743.5	0	371153
2025.04.22 00:00:00	17816.7	18406.9	17757.4	18252.3	0	331737
2025.04.21 00:00:00	18204.0	18270.3	17591.5	17804.6	0	292198
2025.04.17 00:00:00	18298.3	18531.2	18142.2	18303.6	0	339572
2025.04.16 00:00:00	18623.8	18735.6	17993.0	18244.3	0	330516
2025.04.15 00:00:00	18773.2	19018.3	18684.0	18812.1	0	311037
2025.04.14 00:00:00	18975.9	19129.1	18612.4	18776.2	0	336620
2025.04.11 00:00:00	18352.4	18738.8	17939.1	18684.3	0	389865
2025.04.10 00:00:00	19161.3	19244.3	17802.5	18366.9	0	415257
2025.04.09 00:00:00	17099.2	19241.7	16602.7	19210.8	0	409601
2025.04.08 00:00:00	17527.9	18219.5	16837.6	17092.0	0	379261
2025.04.07 00:00:00	16441.0	18218.5	16319.5	17491.8	0	445080
2025.04.04 00:00:00	18504.4	18552.7	17265.7	17338.7	0	492189
2025.04.03 00:00:00	18854.0	19007.2	18451.4	18484.8	0	408668
2025.04.02 00:00:00	19424.0	19807.5	18909.2	18961.9	0	351153
2025.04.01 00:00:00	19238.4	19471.0	19089.3	19425.9	0	360502
2025.03.31 00:00:00	19136.8	19315.1	18802.0	19238.1	0	380270
2025.03.28 00:00:00	19808.1	19827.5	19179.8	19180.2	0	301200
2025.03.27 00:00:00	19847.3	20013.8	19753.0	19811.9	0	304719
2025.03.26 00:00:00	20326.9	20348.9	19857.7	19903.5	0	249374
2025.03.25 00:00:00	20175.6	20334.2	20103.3	20327.0	0	218546
2025.03.24 00:00:00	19866.5	20215.9	19857.5	20164.9	0	235607
2025.03.21 00:00:00	19693.6	19775.3	19401.6	19769.7	0	247802
2025.03.20 00:00:00	19751.9	19898.2	19529.2	19689.4	0	252536
2025.03.19 00:00:00	19497.7	19936.1	19454.4	19738.3	0	237388
2025.03.18 00:00:00	19830.1	19857.9	19397.6	19494.5	0	270858
2025.03.17 00:00:00	19660.1	19957.0	19546.3	19828.0	0	298298
2025.03.14 00:00:00	19282.7	19731.0	19282.7	19652.5	0	317208
2025.03.13 00:00:00	19565.2	19679.5	19155.4	19278.9	0	332971
2025.03.12 00:00:00	19404.1	19761.1	19370.3	19555.1	0	301909
2025.03.11 00:00:00	19407.2	19667.6	19125.5	19381.8	0	355141
